State,dw_code,party_x,party_y,Metro Area,County (may overlap with multiple counties),benchmark_60.60_85k_eptc,benchmark_40_32k_eptc,benchmark_60.60_85k_no_eptc,benchmark_40_32k_no_eptc,last_name,first_name,birthday,gender,fullname,BACH_PLUS_pct,FOREIGN_BORN_pct,stdis_y,Congressional District,Total population,Median Household Income,Male,Female,Sex ratio (males per 100 females),Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Median age (years),One race,Two or More Races,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,Hispanic or Latino (of any race),Not Hispanic or Latino,Not Hispanic or Latino - White alone,Not Hispanic or Latino - Black or African American alone,Not Hispanic or Latino - American Indian and Alaska Native alone,Not Hispanic or Latino - Asian alone,Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino - Some Other Race alone,Not Hispanic or Latino - Two or More Races,Total housing units,Harris,Trump2024,Total2024,Harris5,Trump%,Margin,Biden,Trump2020,Total2020,Biden%,Trump2020%,Margin2020,PctBachelors+,STATEFP,district,GEOID
Illinois,IL17,D,Democrat,"Davenport-Moline-Rock Island, IA-IL",Rock Island County,602.08,58.13,3086.18,180.26,Sorensen,Eric,3/18/76,M,Eric Sorensen,0.2401,0.0681,IL17,Illinois 17,746641,57781,368206,378435,97.3,42844,45370,45563,53320,59080,93557,89561,83673,46867,48763,81028,40050,16965,38.6,688057,58584,541307,100491,3263,15971,519,84567,662074,515099,97989,714,15658,187,1820,30607,353024,162905,147899,316290,51.50%,46.76%,4.74%,"174,821","148,985","331,627",52.72%,44.93%,7.79%,24.7,17,17,1717
Indiana,IN01,D,Democrat,"Chicago-Naperville-Elgin, IL-IN",Lake County,602.08,58.13,2159.94,180.27,Mrvan,Frank,4/16/69,M,Frank Mrvan,0.2536,0.064,IN01,Indiana 01,755814,71994,372543,383271,97.2,42203,47245,50154,49066,46083,93216,98879,93800,49496,52151,80649,38395,14477,39.9,689727,66087,495538,134474,2277,10897,240,128827,626987,458391,132599,692,10614,175,2468,22048,325614,161625,160330,327083,49.41%,49.02%,0.40%,"181,832","153,364","340,700",53.37%,45.01%,8.36%,27.4,18,1,1801
Indiana,IN02,R,Republican,"Elkhart-Goshen, IN",Elkhart County,602.08,58.13,2189.08,180.27,Yakym,Rudy,2/24/84,M,Rudy Yakym,0.2408,0.0662,IN02,Indiana 02,751869,66298,373523,378346,98.7,47905,49126,53601,54976,50541,95111,90010,88995,46950,47386,75290,36482,15496,37.8,695569,56300,598109,47535,2567,11434,413,87526,664343,575192,46639,812,11294,377,3386,26643,318865,107778,187182,299603,35.97%,62.48%,-26.50%,"117,687","187,968","311,424",37.79%,60.36%,-22.57%,25.3,18,2,1802
Indiana,IN03,R,Republican,"Fort Wayne, IN",Allen County,602.08,58.14,2405.91,180.27,Stutzman,Marlin,8/31/76,M,Marlin Stutzman,0.2464,0.0528,IN03,Indiana 03,757902,68691,377264,380638,99.1,50716,52281,55156,51988,47613,98014,91204,89181,47885,47885,75938,35097,14944,37.6,712402,45500,627278,44123,1667,20707,301,51260,706642,614294,43445,386,20623,284,2286,25324,327903,107772,207946,321172,33.56%,64.75%,-31.19%,"111,650","209,890","328,584",33.98%,63.88%,-29.90%,25.6,18,3,1803
Indiana,IN04,R,Republican,"Lafayette-West Lafayette, IN",Tippecanoe County,602.08,58.13,2200.97,180.26,Baird,James,6/4/45,M,James Baird,0.3076,0.0705,IN04,Indiana 04,763237,76323,386097,377140,102.4,42817,48015,52462,59427,64163,96024,95485,92554,48138,46358,70676,33718,13400,36.8,720220,43017,641813,32637,1183,25144,121,55777,707460,625458,32178,467,24941,64,2501,21851,316071,114999,213001,333994,34.43%,63.77%,-29.34%,"118,417","219,029","345,309",34.29%,63.43%,-29.14%,30.6,18,4,1804
Indiana,IN05,R,Republican,"Indianapolis-Carmel-Greenwood, IN",Hamilton County,602.08,58.13,2214.33,180.26,Spartz,Victoria,10/6/78,F,Victoria Spartz,0.3925,0.0595,IN05,Indiana 05,764118,79250,375330,388788,96.5,43575,49665,51741,54631,54083,91461,99965,98847,49281,47000,73425,35806,14638,38.7,718972,45146,640164,39099,1386,28606,273,36650,727468,625679,38680,745,28403,206,3005,30750,327071,150105,212150,369170,40.66%,57.47%,-16.81%,"151,397","210,212","369,022",41.03%,56.96%,-15.94%,40.8,18,5,1805
Indiana,IN06,R,Republican,"Indianapolis-Carmel-Greenwood, IN",Johnson County,602.08,58.13,2216.07,180.26,Shreve,Jefferson,9/24/65,M,Jefferson Shreve,0.2739,0.068,IN06,Indiana 06,757251,74398,376217,381034,98.7,48638,51045,52105,49412,45252,100358,99777,92859,49198,47208,72656,34979,13764,38.2,717470,39781,624244,36213,1548,39342,105,42257,714994,611250,35643,416,39241,86,2633,25725,316235,107012,212902,325612,32.86%,65.39%,-32.52%,"109,391","215,307","331,748",32.97%,64.90%,-31.93%,28.0,18,6,1806
Indiana,IN07,D,Democrat,"Indianapolis-Carmel-Greenwood, IN",Marion County,602.08,58.13,2232.59,180.26,Carson,Andrew,10/16/74,M,Andrew Carson,0.3461,0.1077,IN07,Indiana 07,750003,61229,362141,387862,93.4,51366,51085,52226,48531,52754,129140,99090,83904,42444,43029,60503,24961,10970,34.1,686538,63465,372472,246289,3432,15049,120,111087,638916,343042,243441,376,14495,120,4621,32821,349436,189586,77134,271247,69.89%,28.44%,41.46%,"213,498","84,813","303,734",70.29%,27.92%,42.37%,37.4,18,7,1807
Indiana,IN08,R,Republican,"Evansville, IN",Warrick County,602.09,58.13,2215.96,180.26,Messmer,Mark,12/16/67,M,Mark Messmer,0.2234,0.0279,IN08,Indiana 08,754928,63906,378193,376735,100.4,43490,45780,48789,49764,49650,93712,91897,89862,48427,54279,83173,40266,15839,40,722622,32306,673037,30425,1282,7373,624,23981,730947,665725,29836,587,7373,621,2993,23812,339374,103784,223051,332397,31.22%,67.10%,-35.88%,"112,346","225,275","343,948",32.66%,65.50%,-32.83%,23.4,18,8,1808
Indiana,IN09,R,Republican,"Louisville/Jefferson County, KY-IN",Clark County,602.08,58.13,2027.69,180.26,Houchin,Erin,9/24/76,F,Erin Houchin,0.26,0.0398,IN09,Indiana 09,756630,70206,375703,380927,98.6,41113,43850,46617,55544,56204,94624,93784,92536,51376,50221,79246,37566,13949,39.4,721269,35361,675023,19885,1866,14384,148,32045,724585,665039,19530,305,14308,140,2572,22691,332775,121011,226651,353491,34.23%,64.12%,-29.88%,"126,197","223,661","356,696",35.38%,62.70%,-27.32%,27.9,18,9,1809
Iowa,IA01,R,Republican,"Davenport-Moline-Rock Island, IA-IL",Scott County,602.08,58.13,2024.12,180.26,Miller-Meeks,Mariannette,9/6/55,F,Mariannette Miller-Meeks,0.3149,0.0533,IA01,Iowa 01,798572,72191,400144,398428,100.4,44920,49302,51783,55691,60693,98273,100789,91039,49183,54220,83998,40870,17811,38.8,754886,43686,687334,33305,1520,18251,269,46346,752226,670334,32645,664,18131,258,2130,28064,354029,190502,226309,422996,45.04%,53.50%,-8.47%,"203,400","215,742","426,927",47.64%,50.53%,-2.89%,33.6,19,1,1901
Iowa,IA02,R,Republican,"Cedar Rapids, IA",Linn County,602.08,58.14,2056.15,180.27,Hinson,Ashley,6/27/83,F,Ashley Hinson,0.2832,0.0425,IA02,Iowa 02,795074,71627,395611,399463,99,46491,48439,51521,54306,55195,94171,97104,88994,51260,55134,87447,45080,19932,39.7,759359,35715,700754,32042,3302,12209,1711,31092,763982,689828,31249,1936,12074,1711,2024,25160,362234,186017,227941,419694,44.32%,54.31%,-9.99%,"203,246","222,312","433,378",46.90%,51.30%,-4.40%,29.9,19,2,1902
Iowa,IA03,R,Republican,"Des Moines-West Des Moines, IA",Polk County,602.08,58.13,2017.51,180.26,Nunn,Zachary (Zach),5/4/79,M,Zachary (Zach) Nunn,0.3541,0.0851,IA03,Iowa 03,806699,79204,402578,404121,99.6,51791,55735,56394,52870,47922,112244,111616,96684,48114,49029,74234,34802,15264,37.3,760882,45817,664337,42386,2125,30754,961,67022,739677,637949,41518,609,30352,868,1983,26398,355041,199043,217645,422161,47.15%,51.55%,-4.41%,"205,591","207,043","420,101",48.94%,49.28%,-0.35%,37.6,19,3,1903
Iowa,IA04,R,Republican,"Ames, IA",Story County,602.08,58.14,2100.27,180.27,Feenstra,Randy,1/14/69,M,Randy Feenstra,0.258,0.0651,IA04,Iowa 04,795592,70703,403120,392472,102.7,45378,51444,52821,61162,61603,91183,93342,85908,48548,54560,86184,42191,21268,38.7,741602,53990,682838,15501,4051,17053,1455,79011,716581,656568,14784,2308,16933,1411,1786,22791,355871,131716,255124,391998,33.60%,65.08%,-31.48%,"146,824","252,575","406,128",36.15%,62.19%,-26.04%,28.0,19,4,1904
Kansas,KS01,R,Republican,"Salina, KS",Saline County,602.09,58.13,2754.89,180.26,Mann,Tracey,12/17/76,M,Tracey Mann,0.2941,0.0806,KS01,Kansas 01,732112,64651,372665,359447,103.7,43293,46887,47436,57229,72176,91488,87895,74886,41005,46094,70901,35381,17441,35.9,662887,69225,591276,20024,6423,13657,887,116243,615869,551237,18550,3662,13308,717,1868,26527,330623,103889,200988,310550,33.45%,64.72%,-31.27%,"110,422","206,364","323,819",34.10%,63.73%,-29.63%,29.7,20,1,2001
Kansas,KS02,R,Republican,"Kansas City, MO-KS",Leavenworth County,602.09,58.13,2502.97,180.27,Schmidt,Derek,1/23/68,M,Derek Schmidt,0.2691,0.066,KS02,Kansas 02,732031,64362,368125,363906,101.2,46683,50240,51106,52318,50517,88580,90665,80933,45325,48925,75768,36155,14816,37.7,665022,67009,550073,59330,6125,13916,774,96750,635281,519543,57945,3937,13450,737,3819,35850,325251,120738,181316,307903,39.21%,58.89%,-19.67%,"130,954","183,352","321,754",40.70%,56.99%,-16.29%,27.4,20,2,2002
Kansas,KS03,D,Democrat,"Kansas City, MO-KS",Johnson County,602.08,58.13,2331.22,180.26,Davids,Sharice,5/22/80,F,Sharice Davids,0.5128,0.0936,KS03,Kansas 03,738537,100079,365843,372694,98.2,44153,49043,51710,48353,42912,99302,104126,92320,46353,45565,69642,31690,13368,38.2,683563,54974,590340,35455,2864,34159,352,74740,663797,564149,34207,1151,33904,238,2436,27712,307705,203405,187105,397590,51.16%,47.06%,4.10%,"205,621","187,731","401,921",51.16%,46.71%,4.45%,52.4,20,3,2003
Kansas,KS04,R,Republican,"Wichita, KS",Sedgwick County,602.08,58.13,2509.61,180.26,Estes,Ron,7/19/56,M,Ron Estes,0.3038,0.0769,KS04,Kansas 04,734889,67563,367022,367867,99.8,45331,49173,55587,52022,48107,96588,93085,81862,43550,48087,72591,33368,15538,37.1,663109,71780,557363,45020,6486,24480,573,101781,633108,520434,44002,3766,24006,525,3071,37304,321642,116821,189393,311548,37.50%,60.79%,-23.29%,"123,326","193,958","324,810",37.97%,59.71%,-21.75%,31.8,20,4,2004
Kentucky,KY01,R,Republican,"Frankfort, KY",Franklin County,602.08,58.13,2397.15,180.27,Comer,James,8/19/72,M,James Comer,0.2029,0.0247,KY01,Kentucky 01,752660,57072,374199,378461,98.9,44991,48004,48353,49078,50128,93621,87794,89918,49480,51454,83672,42513,13654,39.7,717163,35497,649180,50957,1607,5061,901,29347,723313,639085,50535,903,4890,804,1455,25641,346835,88125,250232,342750,25.71%,73.01%,-47.30%,"98,100","248,460","351,824",27.88%,70.62%,-42.74%,21.0,21,1,2101
Kentucky,KY02,R,Republican,"Bowling Green, KY",Warren County,602.08,58.13,2313.19,180.26,Guthrie,Brett,2/18/64,M,Brett Guthrie,0.2304,0.0472,KY02,Kentucky 02,759614,64922,377380,382234,98.7,46073,49406,50963,50198,49980,94906,96267,95288,50227,50415,77060,36711,12120,39,722154,37460,653909,40014,1389,14515,1304,33878,725736,642924,38775,731,14332,1189,2406,25379,327395,100536,245734,351285,28.62%,69.95%,-41.33%,"108,502","237,998","352,498",30.78%,67.52%,-36.74%,23.7,21,2,2102
Kentucky,KY03,D,Democrat,"Louisville/Jefferson County, KY-IN",Jefferson County,602.08,58.13,2172.19,180.26,McGarvey,Morgan,12/23/79,M,Morgan McGarvey,0.3512,0.0959,KY03,Kentucky 03,742760,66104,360316,382444,94.2,45491,43356,48429,44420,45881,111086,96217,87181,46166,50065,75330,35160,13978,38.1,683734,59026,479893,168456,688,20656,314,58610,684150,465120,166202,322,20571,296,2574,29065,344908,194712,131797,332190,58.61%,39.68%,18.94%,"220,429","138,649","365,965",60.23%,37.89%,22.35%,37.5,21,3,2103
Kentucky,KY04,R,Republican,"Cincinnati, OH-KY-IN",Boone County,602.09,58.13,2379.59,180.26,Massie,Thomas,1/13/71,M,Thomas Massie,0.3076,0.0393,KY04,Kentucky 04,756119,78569,378323,377796,100.1,44391,51865,50358,49062,44153,95872,98414,98132,50123,51267,76509,35130,10843,39.3,718145,37974,671369,24175,1351,8767,566,32252,723867,662713,23966,459,8628,419,2574,25108,313819,117644,250916,374804,31.39%,66.95%,-35.56%,"122,980","244,777","374,537",32.84%,65.35%,-32.52%,32.6,21,4,2104
Kentucky,KY05,R,Republican,"Corbin, KY",Whitley County,602.08,58.13,2417.55,180.26,Rogers,Harold,12/31/37,M,Harold Rogers,0.1505,0.0122,KY05,Kentucky 05,745869,44884,373088,372781,100.1,42383,43666,48737,46691,42714,90948,91598,97119,52023,51797,85206,40031,12956,41.3,725724,20145,706931,10377,903,2967,350,11381,734488,702054,10179,682,2931,350,915,17377,346518,55275,257630,316756,17.45%,81.33%,-63.88%,"64,435","258,817","327,397",19.68%,79.05%,-59.37%,16.0,21,5,2105
Kentucky,KY06,R,Republican,"Richmond-Berea, KY",Madison County,602.08,58.13,2213.28,180.26,Barr,Garland,7/24/73,M,Garland Barr,0.349,0.065,KY06,Kentucky 06,753703,66879,370564,383139,96.7,44034,46627,47354,52305,63477,102207,95235,93058,46763,45521,71417,34711,10994,37.2,709925,43778,613299,61258,1672,16516,302,46695,707008,600930,60785,430,16422,279,1959,26203,331180,147751,201185,355524,41.56%,56.59%,-15.03%,"158,028","197,944","363,215",43.51%,54.50%,-10.99%,36.6,21,6,2106
Louisiana,LA01,R,Republican,"Slidell-Mandeville-Covington, LA",St. Tammany Parish,602.08,58.13,2539.16,180.26,Scalise,Steve,10/6/65,M,Steve Scalise,0.351,0.0765,LA01,Louisiana 01,765531,73782,373807,391724,95.4,45666,48981,48240,47318,44139,96883,102328,90460,50496,52990,84372,38505,15153,39.9,692820,72711,547906,96373,10486,17168,1002,87972,677559,524166,94595,6539,16974,966,4643,29676,336771,111933,252925,371800,30.11%,68.03%,-37.92%,"116,933","265,707","389,944",29.99%,68.14%,-38.15%,35.0,22,1,2201
Louisiana,LA02,D,Democrat,"New Orleans-Metairie, LA",Orleans Parish,602.08,58.13,2527.09,180.26,Carter,Troy,10/26/63,M,Troy Carter,0.2675,0.0747,LA02,Louisiana 02,761873,50995,366988,394885,92.9,47463,44262,49729,48248,45912,112243,105926,88526,48205,51078,75927,32435,11919,37.9,712497,49376,213839,445114,2852,19340,364,71684,690189,200770,440914,1314,19142,141,5043,22865,360292,207309,106781,320338,64.72%,33.33%,31.38%,"235,018","109,269","350,031",67.14%,31.22%,35.93%,28.2,22,2,2202
Louisiana,LA03,R,Republican,"Lafayette, LA",Lafayette Parish,602.08,58.14,3025.41,180.27,Higgins,Clay,8/24/61,M,Clay Higgins,0.2319,0.0364,LA03,Louisiana 03,768212,61410,375968,392244,95.9,51199,51256,55995,48800,45969,104845,101218,88963,49241,51157,73641,33839,12089,37.4,718603,49609,511702,182020,2523,11524,526,40393,727819,501181,181530,1779,11413,519,2965,28432,347968,90504,240932,335959,26.94%,71.71%,-44.78%,"99,593","249,903","355,491",28.02%,70.30%,-42.28%,24.2,22,3,2203
Louisiana,LA04,R,Republican,"Shreveport-Bossier City, LA",Bossier Parish,602.09,58.13,2885.95,180.27,Johnson,Mike,1/30/72,M,Mike Johnson,0.2351,0.0356,LA04,Louisiana 04,768802,51086,378609,390193,97,49434,49956,54442,50953,48442,101416,97016,87296,46769,50224,79365,38541,14948,38,728543,40259,442188,262565,4511,7740,650,36239,732563,430346,260746,3764,7551,623,2707,26826,362697,78541,254091,336699,23.33%,75.47%,-52.14%,"87,192","261,304","353,970",24.63%,73.82%,-49.19%,21.2,22,4,2204
Louisiana,LA05,R,Republican,"Monroe, LA",Ouachita Parish,602.08,58.13,2867.69,180.26,Letlow,Julia,3/16/81,F,Julia Letlow,0.2532,0.0329,LA05,Louisiana 05,770235,50058,384840,385395,99.9,47407,48701,52990,52452,56010,101333,97412,88481,48483,47933,77911,38144,12978,37.6,738241,31994,457098,263450,2740,6096,258,28105,742130,447122,262610,2282,6018,241,2213,21644,348315,104074,225375,334450,31.12%,67.39%,-36.27%,"114,890","234,776","355,457",32.32%,66.05%,-33.73%,20.9,22,5,2205
Louisiana,LA06,D,Democrat,"Baton Rouge, LA",Livingston Parish,602.08,58.13,2752.01,180.26,Fields,Cleo,11/22/62,M,Cleo Fields,0.2242,0.0345,LA06,Louisiana 06,786372,76053,382610,403762,94.8,47902,53830,55615,54938,64522,105776,106151,90288,46356,46907,71496,31350,11241,35.9,740790,45582,506209,185431,4493,18057,84,56629,729743,495204,184402,3197,17892,84,3697,25267,337959,174508,128401,307729,56.71%,41.73%,14.98%,"202,408","134,818","343,169",58.98%,39.29%,19.70%,32.8,22,6,2206
Maine,ME01,D,Democrat,"Augusta-Waterville, ME",Kennebec County,602.08,58.14,2862.42,180.27,Pingree,Chellie,4/2/55,F,Chellie Pingree,0.4127,0.0568,ME01,Maine 01,689679,84367,337753,351926,96,30813,33683,36665,39026,37979,86858,85517,86311,50216,54710,88815,42629,16457,44.3,652774,36905,623014,13245,1510,9858,102,16080,673599,617689,12927,993,9792,92,2277,29829,357926,258863,165214,433356,59.73%,38.12%,21.61%,"258,001","159,932","430,096",59.99%,37.19%,22.80%,44.4,23,1,2301
Maine,ME02,D,Democrat,"Bangor, ME",Penobscot County,602.09,58.13,3083.34,180.27,Golden,Jared,7/25/82,M,Jared Golden,0.2692,0.0405,ME02,Maine 02,687721,61795,340610,347111,98.1,32102,35995,35982,40923,37602,79377,79635,85603,51742,55500,92980,44308,15972,45.3,659917,27804,635108,9900,4727,5460,174,12529,675192,630761,9550,4267,5323,161,2361,22769,388626,176789,212763,397438,44.48%,53.53%,-9.05%,"177,070","200,803","389,278",45.49%,51.58%,-6.10%,27.5,23,2,2302
Maryland,MD01,R,Republican,"Ocean Pines, MD",Worcester County,602.08,58.14,1772.71,180.27,Harris,Andy,1/25/57,M,Andy Harris,0.3361,0.0657,MD01,Maryland 01,776906,92720,382195,394711,96.8,42033,45848,48854,50108,46236,90115,93887,96716,56695,57465,88911,44252,15786,41.8,728589,48317,574663,116542,1405,17796,172,44841,732065,563255,114765,368,17660,172,4024,31821,362178,171555,243356,424523,40.41%,57.32%,-16.91%,"171,268","230,930","410,539",41.72%,56.25%,-14.53%,35.2,24,1,2401
Maryland,MD02,D,Democrat,"Baltimore-Columbia-Towson, MD",Baltimore County,602.08,58.14,1772.71,180.27,Olszewski,Johnny,9/10/82,M,Johnny Olszewski,0.4514,0.1242,MD02,Maryland 02,769821,98346,366048,403773,90.7,42477,46423,46657,51990,47697,98341,95970,97513,51580,52439,80185,39834,18715,40.1,725699,44122,474661,184724,1280,43782,296,49211,720610,462009,181418,774,43619,227,3879,28684,316339,227194,154843,392005,57.96%,39.50%,18.46%,"232,384","150,927","391,029",59.43%,38.60%,20.83%,46.9,24,2,2402
Maryland,MD03,D,Democrat,"Baltimore-Columbia-Towson, MD",Anne Arundel County,602.08,58.14,1772.71,180.27,Elfreth,Sarah,9/9/88,F,Sarah Elfreth,0.5169,0.1608,MD03,Maryland 03,773638,128806,380615,393023,96.8,45180,47619,53291,48932,42989,98362,110041,102241,54273,49436,71395,36519,13360,39.6,712007,61631,462087,135239,2728,79727,269,70465,703173,444990,133263,838,79592,236,4123,40131,301093,249542,151360,413154,60.40%,36.64%,23.76%,"255,249","149,743","413,425",61.74%,36.22%,25.52%,54.6,24,3,2403
Maryland,MD04,D,Democrat,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George,602.08,58.14,1772.71,180.27,Ivey,Glenn,2/27/61,M,Glenn Ivey,0.3245,0.2932,MD04,Maryland 04,758555,90739,369541,389014,95,49251,49621,47337,50021,49681,111662,105380,96149,46792,48549,65992,27996,10124,37.1,703969,54586,97325,419844,4998,37974,355,198277,560278,77796,414513,1347,37444,170,4772,24236,287224,240880,33369,281855,85.46%,11.84%,73.62%,"271,589","26,247","302,947",89.65%,8.66%,80.99%,34.2,24,4,2404
Maryland,MD05,D,Democrat,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George,602.08,58.14,1772.71,180.27,Hoyer,Steny,6/14/39,M,Steny Hoyer,0.4073,0.1023,MD05,Maryland 05,782752,128236,383217,399535,95.9,44919,49643,52706,48800,44961,99633,107032,107567,59939,53076,71093,31197,12186,39.6,721208,61544,353927,317154,3370,22662,341,58638,724114,340808,312852,1159,22446,339,4331,42179,298632,280941,138217,428752,65.53%,32.24%,33.29%,"280,898","128,846","416,761",67.40%,30.92%,36.48%,42.1,24,5,2405
Maryland,MD06,D,Democrat,"Hagerstown-Martinsburg, MD-WV",Washington County,602.08,58.14,1772.71,180.27,McClain Delaney,April,5/28/64,F,April McClain Delaney,0.3955,0.1808,MD06,Maryland 06,784302,100216,389533,394769,98.7,45957,47238,51092,50739,47006,98724,110302,106015,54358,50163,73047,35597,14064,39.4,711377,72925,496494,99980,2616,69891,422,106757,677545,471665,97610,731,69496,354,3579,34110,315242,200040,177658,387773,51.59%,45.81%,5.77%,"200,375","163,848","371,676",53.91%,44.08%,9.83%,41.6,24,6,2406
Maryland,MD07,D,Democrat,"Baltimore-Columbia-Towson, MD",Baltimore city,602.08,58.14,1772.71,180.27,Mfume,Kweisi,10/24/48,M,Kweisi Mfume,0.3128,0.0998,MD07,Maryland 07,757178,61623,356244,400934,88.9,46893,43259,46639,46243,47217,131512,104706,80208,45119,50810,70164,31531,12877,36.4,716860,40318,234038,421944,3106,22226,385,63544,693634,223145,416756,1325,21968,180,4440,25820,365978,236171,58128,302076,78.18%,19.24%,58.94%,"251,751","54,327","310,936",80.97%,17.47%,63.49%,31.3,24,7,2407
Maryland,MD08,D,Democrat,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,602.08,58.14,1772.71,180.27,Raskin,Jamie,12/13/62,M,Jamie Raskin,0.6308,0.3349,MD08,Maryland 08,767586,135007,374686,392900,95.4,42630,48592,51571,47775,41800,90104,102353,102680,52097,49590,77017,41621,19756,40.9,692461,75125,367536,130453,3655,104247,316,152539,615047,340038,128178,952,103438,266,7053,35122,298846,296254,78619,385512,76.85%,20.39%,56.45%,"321,508","71,547","399,296",80.52%,17.92%,62.60%,64.2,24,8,2408
Massachusetts,MA01,D,Democrat,"Pittsfield, MA",Berkshire County,602.08,58.13,1713.94,180.26,Neal,Richard,2/14/49,M,Richard Neal,0.3151,0.086,MA01,Massachusetts 01,776064,74087,378301,397763,95.1,37272,42541,44956,51140,50926,95215,93008,95232,54815,59175,89712,42648,19424,42,692145,83919,584605,47421,1807,17086,111,147458,628606,544409,41463,463,16729,38,2468,23036,349339,211784,160045,379806,55.76%,42.14%,13.62%,"235,190","150,037","393,141",59.82%,38.16%,21.66%,32.8,25,1,2501
Massachusetts,MA02,D,Democrat,"Worcester, MA",Worcester County,602.09,58.14,1685.89,180.27,McGovern,James,11/20/59,M,James McGovern,0.4518,0.1534,MA02,Massachusetts 02,776258,95618,380619,395639,96.2,38019,40912,47416,58666,59555,97179,97851,100016,54749,52210,79834,34966,14885,39.6,706860,69398,582667,38737,1731,54281,363,88999,687259,556392,36527,543,54101,290,7639,31767,317491,231966,141308,382912,60.58%,36.90%,23.68%,"254,528","132,546","395,665",64.33%,33.50%,30.83%,44.8,25,2,2502
Massachusetts,MA03,D,Democrat,"Boston-Cambridge-Newton, MA-NH",Essex County,602.08,58.13,1651.43,180.27,Trahan,Lori,10/27/73,F,Lori Trahan,0.3848,0.208,MA03,Massachusetts 03,777948,97616,385550,392398,98.3,42697,46792,50425,51838,48699,103043,104599,100376,57003,53501,73330,31656,13989,39.2,696839,81109,507651,36017,1394,61249,163,172889,605059,475266,30934,462,60773,150,6821,30653,303982,208626,140854,357054,58.43%,39.45%,18.98%,"233,536","131,375","372,676",62.66%,35.25%,27.41%,38.8,25,3,2503
Massachusetts,MA04,D,Democrat,"Providence-Warwick, RI-MA",Bristol County,602.08,58.14,1648.88,180.27,Auchincloss,Jake,1/29/88,M,Jake Auchincloss,0.4877,0.1611,MA04,Massachusetts 04,781422,113712,379965,401457,94.6,39575,44495,50964,53049,48412,94816,100109,107027,56521,54323,78265,37681,16185,40.9,722545,58877,619440,27650,1374,51175,222,50523,730899,606451,25311,460,50948,107,8429,39193,315627,237730,158054,403966,58.85%,39.13%,19.72%,"263,669","145,121","416,487",63.31%,34.84%,28.46%,49.8,25,4,2504
